,layer,method,number,accuracy,maxdepth
489,model.edge_s2s,SAE,136,0.7305699481865285,1
490,model.state_encoder.layers.1,SOM,17,0.9225806451612903,1
491,model.output_proj.layers.2,SOM,21,0.8434343434343434,1
492,model.blocks.1.activation,baseline,5,0.8564102564102564,1
493,model.edge_s2s,SAE,52,0.9040404040404041,1
494,model.blocks.1.activation,SOM,21,0.9314285714285714,1
495,model.node_s2s,SAE,161,0.7828282828282829,1
496,model.blocks.2.activation,SOM,6,0.9347826086956522,1
497,model.output_proj.layers.2,SAE,19,0.8256410256410256,1
498,model.blocks.1.activation,SAE,13,0.8477157360406091,1
499,model.blocks.0.activation,SAE,20,0.8205128205128205,1
500,model.node_s2s,SAE,107,0.8105263157894737,1
501,model.edge_s2s,SAE,47,0.8,1
502,model.node_s2s,baseline,49,0.86,1
503,model.state_encoder.layers.1,SAE,28,0.7616580310880829,1
504,model.blocks.0.activation,SAE,28,0.8358974358974359,1
505,model.output_proj.layers.2,SAE,2,0.8307692307692308,1
506,model.blocks.1.activation,SAE,42,0.9696969696969697,1
507,model.blocks.2.activation,SAE,29,0.8963414634146342,1
508,model.node_s2s,SAE,111,0.8315789473684211,1
509,model.node_s2s,baseline,47,0.7889447236180904,1
510,model.blocks.0.activation,SAE,8,0.8928571428571429,1
511,model.edge_s2s,SAE,25,0.8186528497409327,1
512,model.state_encoder.layers.1,SAE,20,0.8066298342541437,1
513,model.edge_s2s,baseline,21,0.9187817258883249,1
514,model.state_encoder.layers.1,SAE,16,0.8092783505154639,1
515,model.blocks.1.activation,baseline,3,0.9191919191919192,1
516,model.node_s2s,SAE,127,0.8162162162162162,1
517,model.state_encoder.layers.1,SAE,17,0.8928571428571429,1
518,model.blocks.2.activation,SAE,43,0.975,1
519,model.blocks.1.activation,SOM,15,0.88,1
520,model.node_s2s,baseline,29,0.6683417085427136,1
521,model.blocks.2.activation,SOM,18,0.9230769230769231,1
522,model.edge_s2s,SAE,94,0.7696335078534031,1
523,model.edge_s2s,SAE,38,0.8814432989690721,1
524,model.state_encoder.layers.1,baseline,9,0.8883248730964467,1
525,model.node_s2s,SAE,108,0.8290155440414507,1
526,model.edge_s2s,SOM,12,0.930635838150289,1
527,model.edge_s2s,SAE,65,0.8737373737373737,1
528,model.state_encoder.layers.1,SAE,45,0.8256410256410256,1
529,model.output_proj.layers.2,SAE,23,0.8489583333333334,1
530,model.edge_s2s,SOM,22,0.8505154639175257,1
531,model.output_proj.layers.2,SOM,22,0.930635838150289,1
532,model.blocks.2.activation,SAE,30,0.934010152284264,1
533,model.edge_s2s,baseline,25,0.8157894736842105,1
534,model.node_s2s,SAE,114,0.8219895287958116,1
535,model.state_encoder.layers.1,baseline,6,0.7657142857142857,1
536,model.edge_s2s,SAE,55,0.7602040816326531,1
537,model.edge_s2s,SAE,183,0.6321243523316062,1
538,model.edge_s2s,SAE,2,0.75,1
539,model.blocks.2.activation,SOM,1,0.9146341463414634,1
540,model.node_s2s,SAE,8,0.8489583333333334,1
541,model.blocks.1.activation,SOM,7,0.9246575342465754,1
542,model.state_encoder.layers.1,baseline,1,0.7929292929292929,1
543,model.state_encoder.layers.1,SAE,5,0.7918781725888325,1
544,model.edge_s2s,SOM,17,0.9322033898305084,1
545,model.output_proj.layers.2,SOM,23,0.9421052631578948,1
546,model.node_s2s,baseline,1,0.9398907103825137,1
547,model.blocks.1.activation,baseline,11,0.8102564102564103,1
548,model.output_proj.layers.2,SAE,15,0.8911917098445595,1
549,model.edge_s2s,SAE,54,0.828125,1
550,model.edge_s2s,SOM,18,0.912568306010929,1
551,model.edge_s2s,SAE,28,0.7589743589743589,1
552,model.state_encoder.layers.1,SOM,1,0.8764705882352941,1
553,model.output_proj.layers.2,SAE,8,0.8102564102564103,1
554,model.node_s2s,SOM,17,0.986013986013986,1
555,model.edge_s2s,baseline,60,0.8709677419354839,1
556,model.edge_s2s,SAE,128,0.8608247422680413,1
557,model.edge_s2s,SAE,67,0.7268041237113402,1
558,model.node_s2s,baseline,25,0.8571428571428571,1
559,model.state_encoder.layers.1,SAE,44,0.8691099476439791,1
560,model.edge_s2s,SAE,17,0.8214285714285714,1
561,model.output_proj.layers.2,baseline,14,0.676923076923077,1
562,model.node_s2s,SAE,31,0.8497409326424871,1
563,model.node_s2s,SAE,48,0.8492462311557789,1
564,model.state_encoder.layers.1,SAE,42,0.885,1
565,model.output_proj.layers.2,SAE,9,0.7628865979381443,1
566,model.edge_s2s,SAE,64,0.828125,1
567,model.node_s2s,baseline,51,0.8316326530612245,1
568,model.blocks.2.activation,SAE,0,0.845,1
569,model.output_proj.layers.2,SAE,5,0.8636363636363636,1
570,model.node_s2s,SAE,163,0.8316326530612245,1
571,model.output_proj.layers.2,SAE,14,0.7010309278350515,1
572,model.output_proj.layers.2,SAE,18,0.8247422680412371,1
573,model.blocks.1.activation,SAE,9,0.9646464646464646,1
574,model.edge_s2s,SAE,160,0.868020304568528,1
575,model.node_s2s,baseline,28,0.9175257731958762,1
576,model.node_s2s,baseline,50,0.815,1
577,model.node_s2s,SAE,96,0.8465608465608465,1
578,model.output_proj.layers.2,baseline,15,0.8743718592964824,1
579,model.state_encoder.layers.1,SAE,43,0.9447236180904522,1
580,model.node_s2s,SAE,136,0.8206521739130435,1
581,model.edge_s2s,SAE,189,0.694300518134715,1
582,model.blocks.2.activation,baseline,10,0.9187817258883249,1
583,model.blocks.2.activation,SAE,22,0.9545454545454546,1
584,model.node_s2s,SAE,173,0.8351063829787234,1
585,model.edge_s2s,baseline,33,0.8010471204188482,1
586,model.edge_s2s,SAE,57,0.8020833333333334,1
587,model.state_encoder.layers.1,SOM,3,0.9032258064516129,1
588,model.edge_s2s,SAE,97,0.734375,1
589,model.blocks.1.activation,SAE,7,0.8316326530612245,1
590,model.blocks.0.activation,baseline,7,0.675531914893617,1
591,model.edge_s2s,baseline,35,0.7676767676767676,1
592,model.edge_s2s,SAE,27,0.7058823529411765,1
593,model.node_s2s,SAE,20,0.85,1
594,model.blocks.1.activation,SAE,4,0.7631578947368421,1
595,model.node_s2s,baseline,23,0.8909090909090909,1
596,model.output_proj.layers.2,SAE,31,0.8,1
597,model.output_proj.layers.2,SAE,7,0.8140703517587939,1
598,model.node_s2s,SAE,104,0.8608247422680413,1
599,model.edge_s2s,SAE,61,0.8112244897959183,1
600,model.node_s2s,SAE,68,0.8290155440414507,1
601,model.node_s2s,SAE,5,0.8737373737373737,1
602,model.blocks.0.activation,SOM,10,0.9328859060402684,1
603,model.blocks.0.activation,SAE,31,0.7801047120418848,1
604,model.edge_s2s,SOM,3,0.927710843373494,1
605,model.node_s2s,SOM,24,0.993421052631579,1
606,model.output_proj.layers.2,SAE,17,0.8556701030927835,1
607,model.node_s2s,SAE,67,0.905,1
608,model.blocks.1.activation,SAE,45,0.8865979381443299,1
609,model.edge_s2s,SAE,139,0.7959183673469388,1
610,model.node_s2s,SAE,134,0.8578947368421053,1
611,model.node_s2s,SAE,24,0.828125,1
612,model.blocks.1.activation,SAE,43,0.7680412371134021,1
613,model.node_s2s,SAE,91,0.8315789473684211,1
614,model.edge_s2s,SAE,127,0.8775510204081632,1
615,model.edge_s2s,SAE,121,0.8020833333333334,1
616,model.output_proj.layers.2,SAE,42,0.9238578680203046,1
617,model.blocks.1.activation,SOM,24,0.972027972027972,1
618,model.edge_s2s,SAE,104,0.8923076923076924,1
619,model.edge_s2s,SAE,174,0.8481675392670157,1
620,model.node_s2s,SAE,39,0.8783068783068783,1
621,model.blocks.1.activation,SAE,30,0.7487179487179487,1
622,model.node_s2s,SAE,106,0.8186528497409327,1
623,model.node_s2s,baseline,7,0.9384615384615385,1
624,model.blocks.1.activation,SAE,20,0.7939698492462312,1
625,model.node_s2s,baseline,4,0.90625,1
626,model.blocks.0.activation,SOM,18,0.92,1
627,model.node_s2s,SAE,33,0.8465608465608465,1
628,model.blocks.0.activation,SOM,23,0.9246575342465754,1
629,model.blocks.2.activation,SAE,16,0.8195876288659794,1
630,model.edge_s2s,baseline,22,0.935,1
631,model.edge_s2s,SAE,16,0.8282828282828283,1
632,model.blocks.0.activation,SAE,36,0.9797979797979798,1
633,model.node_s2s,SAE,172,0.7311827956989247,1
634,model.node_s2s,baseline,3,0.8253968253968254,1
635,model.blocks.2.activation,SAE,21,0.8883248730964467,1
636,model.node_s2s,SAE,179,0.8195876288659794,1
637,model.node_s2s,SAE,71,0.8385416666666666,1
638,model.edge_s2s,SAE,43,0.7098445595854922,1
639,model.blocks.2.activation,SAE,14,0.9494949494949495,1
640,model.node_s2s,baseline,53,0.7959183673469388,1
641,model.node_s2s,baseline,13,0.8492462311557789,1
642,model.edge_s2s,SAE,24,0.8102564102564103,1
643,model.blocks.2.activation,SOM,5,0.9507042253521126,1
644,model.edge_s2s,SAE,22,0.7801047120418848,1
645,model.output_proj.layers.2,SOM,4,0.9618320610687023,1
646,model.edge_s2s,SAE,81,0.8697916666666666,1
647,model.output_proj.layers.2,SAE,34,0.7474747474747475,1
648,model.edge_s2s,baseline,32,0.8291457286432161,1
649,model.blocks.1.activation,baseline,9,0.8883248730964467,1
650,model.node_s2s,SAE,61,0.8118279569892473,1
651,model.blocks.2.activation,SAE,8,0.8585858585858586,1
652,model.blocks.2.activation,SOM,8,0.8947368421052632,1
653,model.edge_s2s,SAE,58,0.6736842105263158,1
654,model.node_s2s,SAE,116,0.8769230769230769,1
655,model.node_s2s,SAE,83,0.826530612244898,1
656,model.blocks.1.activation,SAE,5,0.890625,1
657,model.state_encoder.layers.1,SAE,14,0.7448979591836735,1
658,model.state_encoder.layers.1,SAE,11,0.7908163265306123,1
659,model.blocks.2.activation,SAE,46,0.8571428571428571,1
660,model.blocks.0.activation,SAE,30,0.949748743718593,1
661,model.blocks.0.activation,SAE,44,0.7715736040609137,1
662,model.output_proj.layers.2,SAE,36,0.8871794871794871,1
663,model.blocks.2.activation,baseline,5,0.8564102564102564,1
664,model.edge_s2s,SAE,150,0.6648936170212766,1
665,model.node_s2s,SAE,51,0.7989949748743719,1
666,model.blocks.0.activation,SOM,15,0.9416058394160584,1
667,model.node_s2s,SAE,112,0.8235294117647058,1
668,model.edge_s2s,SAE,86,0.859375,1
669,model.edge_s2s,baseline,27,0.8627450980392157,1
670,model.edge_s2s,SAE,19,0.8697916666666666,1
671,model.edge_s2s,SAE,79,0.6834170854271356,1
672,model.blocks.1.activation,SAE,21,0.7794871794871795,1
673,model.edge_s2s,SAE,106,0.8186528497409327,1
674,model.node_s2s,baseline,59,0.8090452261306532,1
675,model.blocks.2.activation,SOM,23,0.9294871794871795,1
676,model.state_encoder.layers.1,SAE,23,0.8090452261306532,1
677,model.node_s2s,baseline,0,0.93,1
678,model.node_s2s,SAE,81,0.8351648351648352,1
679,model.edge_s2s,SAE,108,0.7606382978723404,1
680,model.edge_s2s,SAE,92,0.6770833333333334,1
681,model.output_proj.layers.2,SOM,17,0.9431818181818182,1
682,model.edge_s2s,SAE,149,0.6855670103092784,1
683,model.output_proj.layers.2,SAE,22,0.7772020725388601,1
684,model.output_proj.layers.2,SAE,13,0.6548223350253807,1
685,model.blocks.2.activation,SOM,11,0.922077922077922,1
686,model.blocks.0.activation,SAE,11,0.7794871794871795,1
687,model.edge_s2s,baseline,52,0.7512953367875648,1
688,model.edge_s2s,SAE,12,0.8177083333333334,1
689,model.blocks.2.activation,baseline,3,0.9191919191919192,1
690,model.edge_s2s,SAE,151,0.6934673366834171,1
691,model.edge_s2s,SAE,34,0.8020833333333334,1
692,model.node_s2s,SAE,133,0.7989949748743719,1
693,model.node_s2s,SAE,149,0.8125,1
694,model.node_s2s,baseline,27,0.9179487179487179,1
695,model.edge_s2s,SAE,87,0.7918781725888325,1
696,model.edge_s2s,baseline,51,0.8061224489795918,1
697,model.blocks.1.activation,SOM,17,0.9265536723163842,1
698,model.state_encoder.layers.1,SOM,4,0.9135802469135802,1
699,model.edge_s2s,SAE,181,0.7305699481865285,1
700,model.node_s2s,SAE,80,0.6871794871794872,1
701,model.node_s2s,SAE,4,0.8888888888888888,1
702,model.edge_s2s,SAE,15,0.6994818652849741,1
703,model.output_proj.layers.2,SOM,1,0.9527027027027027,1
704,model.blocks.1.activation,SAE,2,0.8578680203045685,1
705,model.edge_s2s,SAE,88,0.7875647668393783,1
706,model.blocks.0.activation,SOM,1,0.9194630872483222,1
707,model.state_encoder.layers.1,SOM,7,0.9144736842105263,1
708,model.node_s2s,SOM,7,1.0,1
709,model.node_s2s,baseline,17,0.835,1
710,model.blocks.2.activation,SAE,39,0.9123711340206185,1
711,model.blocks.1.activation,baseline,6,0.7657142857142857,1
712,model.edge_s2s,baseline,61,0.8549222797927462,1
713,model.blocks.0.activation,baseline,0,0.9576719576719577,1
714,model.blocks.2.activation,SAE,6,0.7771739130434783,1
715,model.edge_s2s,SAE,142,0.8645833333333334,1
716,model.node_s2s,SAE,40,0.7589743589743589,1
717,model.node_s2s,SAE,75,0.8142076502732241,1
718,model.blocks.1.activation,SAE,24,0.6458333333333334,1
719,model.node_s2s,baseline,57,0.7422680412371134,1
720,model.node_s2s,baseline,63,0.7676767676767676,1
721,model.node_s2s,SAE,64,0.8541666666666666,1
722,model.blocks.2.activation,SOM,22,0.9583333333333334,1
723,model.edge_s2s,SAE,166,0.6871794871794872,1
724,model.blocks.2.activation,SOM,10,0.9241379310344827,1
725,model.edge_s2s,SAE,164,0.7164948453608248,1
726,model.blocks.2.activation,SAE,35,0.6684210526315789,1
727,model.node_s2s,SAE,74,0.8477157360406091,1
728,model.blocks.2.activation,SAE,40,0.8195876288659794,1
729,model.node_s2s,SAE,103,0.8473684210526315,1
730,model.edge_s2s,SAE,185,0.711340206185567,1
731,model.blocks.1.activation,baseline,12,0.8686868686868687,1
732,model.blocks.0.activation,SOM,12,0.9385474860335196,1
733,model.blocks.0.activation,SAE,26,0.7277486910994765,1
734,model.blocks.2.activation,SAE,28,0.8142076502732241,1
735,model.blocks.1.activation,SOM,6,0.8823529411764706,1
736,model.node_s2s,SAE,92,0.8571428571428571,1
737,model.blocks.1.activation,SAE,40,0.7663043478260869,1
738,model.edge_s2s,SAE,66,0.7938144329896907,1
739,model.output_proj.layers.2,SOM,13,0.965034965034965,1
740,model.edge_s2s,SAE,72,0.7461139896373057,1
741,model.node_s2s,baseline,43,0.8080808080808081,1
742,model.node_s2s,SAE,184,0.6938775510204082,1
743,model.node_s2s,baseline,54,0.6582914572864321,1
744,model.edge_s2s,SAE,77,0.7525252525252525,1
745,model.output_proj.layers.2,SAE,11,0.826530612244898,1
746,model.node_s2s,SAE,73,0.628140703517588,1
747,model.node_s2s,SAE,176,0.841025641025641,1
748,model.node_s2s,SAE,146,0.8148148148148148,1
749,model.state_encoder.layers.1,SAE,37,0.6871794871794872,1
750,model.edge_s2s,SAE,93,0.689119170984456,1
751,model.node_s2s,SAE,118,0.8157894736842105,1
752,model.blocks.2.activation,baseline,0,0.9576719576719577,1
753,model.blocks.1.activation,SAE,19,0.9292929292929293,1
754,model.node_s2s,SOM,13,1.0,1
755,model.state_encoder.layers.1,SAE,25,0.9086294416243654,1
756,model.node_s2s,SAE,69,0.9086294416243654,1
757,model.state_encoder.layers.1,SAE,30,0.8928571428571429,1
758,model.edge_s2s,SAE,140,0.702020202020202,1
759,model.blocks.2.activation,SAE,26,0.8421052631578947,1
760,model.node_s2s,SAE,97,0.8527918781725888,1
761,model.edge_s2s,baseline,8,0.8241206030150754,1
762,model.output_proj.layers.2,SOM,19,0.9571428571428572,1
763,model.blocks.0.activation,SOM,9,0.8636363636363636,1
764,model.node_s2s,SAE,95,0.8342245989304813,1
765,model.edge_s2s,SAE,39,0.786096256684492,1
766,model.edge_s2s,SAE,155,0.7319587628865979,1
767,model.blocks.1.activation,baseline,13,0.844559585492228,1
768,model.node_s2s,SAE,10,0.873015873015873,1
769,model.blocks.0.activation,SAE,4,0.7091836734693877,1
770,model.edge_s2s,SAE,37,0.8469387755102041,1
771,model.blocks.0.activation,SAE,16,0.7340425531914894,1
772,model.edge_s2s,SAE,168,0.8214285714285714,1
773,model.blocks.0.activation,SAE,6,0.6989795918367347,1
774,model.state_encoder.layers.1,baseline,15,0.8743718592964824,1
775,model.node_s2s,baseline,22,0.9642857142857143,1
776,model.blocks.1.activation,SOM,14,0.9361702127659575,1
777,model.blocks.0.activation,SAE,1,0.9390862944162437,1
778,model.node_s2s,SAE,126,0.8368421052631579,1
779,model.state_encoder.layers.1,SAE,31,0.7538461538461538,1
780,model.output_proj.layers.2,SAE,12,0.7295918367346939,1
781,model.blocks.0.activation,baseline,12,0.8686868686868687,1
782,model.node_s2s,SAE,147,0.8177083333333334,1
783,model.blocks.0.activation,SOM,21,0.9583333333333334,1
784,model.output_proj.layers.2,SAE,45,0.765,1
785,model.edge_s2s,baseline,2,0.7286432160804021,1
786,model.node_s2s,baseline,18,0.7939698492462312,1
787,model.blocks.2.activation,baseline,8,0.7384615384615385,1
788,model.output_proj.layers.2,SAE,39,0.796875,1
789,model.edge_s2s,SAE,115,0.7680412371134021,1
790,model.edge_s2s,SAE,89,0.8350515463917526,1
791,model.output_proj.layers.2,baseline,9,0.8883248730964467,1
792,model.edge_s2s,baseline,10,0.9243243243243243,1
793,model.state_encoder.layers.1,SOM,23,0.9591836734693877,1
794,model.blocks.0.activation,SAE,0,0.8686868686868687,1
795,model.edge_s2s,SAE,36,0.84375,1
796,model.blocks.0.activation,baseline,14,0.676923076923077,1
797,model.node_s2s,SAE,159,0.8404255319148937,1
798,model.edge_s2s,SAE,105,0.8,1
799,model.blocks.0.activation,SAE,45,0.8307692307692308,1
800,model.state_encoder.layers.1,SOM,21,0.9583333333333334,1
801,model.edge_s2s,SOM,0,0.9197080291970803,1
802,model.node_s2s,SOM,9,1.0,1
803,model.state_encoder.layers.1,SAE,29,0.8205128205128205,1
804,model.node_s2s,SAE,113,0.7989949748743719,1
805,model.blocks.0.activation,SAE,2,0.717948717948718,1
806,model.edge_s2s,baseline,5,0.8298969072164949,1
807,model.edge_s2s,SAE,137,0.7817258883248731,1
808,model.edge_s2s,SAE,184,0.8205128205128205,1
809,model.edge_s2s,SAE,101,0.8324607329842932,1
810,model.edge_s2s,SAE,75,0.7422680412371134,1
811,model.node_s2s,SAE,79,0.8306878306878307,1
812,model.output_proj.layers.2,SOM,9,0.9712230215827338,1
813,model.node_s2s,SAE,87,0.8272251308900523,1
814,model.output_proj.layers.2,baseline,6,0.7657142857142857,1
815,model.edge_s2s,SAE,48,0.700507614213198,1
816,model.state_encoder.layers.1,SAE,0,0.826530612244898,1
817,model.state_encoder.layers.1,baseline,12,0.8686868686868687,1
818,model.node_s2s,baseline,46,0.8527918781725888,1
819,model.output_proj.layers.2,SAE,47,0.8040201005025126,1
820,model.state_encoder.layers.1,SAE,47,0.7222222222222222,1
821,model.edge_s2s,SAE,133,0.7150537634408602,1
822,model.edge_s2s,baseline,48,0.6632124352331606,1
823,model.edge_s2s,baseline,42,0.7653631284916201,1
824,model.node_s2s,SAE,131,0.8152173913043478,1
825,model.output_proj.layers.2,SOM,24,0.9533333333333334,1
826,model.state_encoder.layers.1,SAE,21,0.7244897959183674,1
827,model.node_s2s,SAE,170,0.8020833333333334,1
828,model.output_proj.layers.2,SOM,16,0.9333333333333333,1
829,model.blocks.0.activation,SOM,0,0.9113924050632911,1
830,model.edge_s2s,SAE,154,0.8963730569948186,1
831,model.edge_s2s,baseline,59,0.7563451776649747,1
832,model.blocks.1.activation,SAE,3,0.9238578680203046,1
833,model.blocks.2.activation,SOM,2,0.8896551724137931,1
834,model.state_encoder.layers.1,baseline,13,0.844559585492228,1
835,model.node_s2s,SAE,183,0.8297872340425532,1
836,model.blocks.1.activation,SAE,14,0.6963350785340314,1
837,model.blocks.0.activation,SAE,22,0.7730061349693251,1
838,model.state_encoder.layers.1,SAE,46,0.8838383838383839,1
839,model.state_encoder.layers.1,SOM,18,0.9436619718309859,1
840,model.node_s2s,SAE,124,0.8324873096446701,1
841,model.edge_s2s,SAE,11,0.8571428571428571,1
842,model.node_s2s,SAE,2,0.8157894736842105,1
843,model.edge_s2s,SAE,112,0.8571428571428571,1
844,model.edge_s2s,SAE,44,0.8549222797927462,1
845,model.node_s2s,baseline,40,0.8484848484848485,1
846,model.node_s2s,SAE,143,0.8333333333333334,1
847,model.edge_s2s,SAE,158,0.837696335078534,1
848,model.edge_s2s,SAE,135,0.7616580310880829,1
849,model.edge_s2s,baseline,17,0.9846938775510204,1
850,model.blocks.0.activation,SAE,18,0.8352941176470589,1
851,model.edge_s2s,SAE,120,0.8624338624338624,1
852,model.blocks.1.activation,SAE,6,0.841025641025641,1
853,model.node_s2s,SAE,43,0.8412698412698413,1
854,model.edge_s2s,SAE,123,0.7486631016042781,1
855,model.output_proj.layers.2,SAE,38,0.8153846153846154,1
856,model.blocks.2.activation,SAE,12,0.7411167512690355,1
857,model.edge_s2s,SAE,90,0.8092783505154639,1
858,model.edge_s2s,baseline,30,0.6919191919191919,1
859,model.output_proj.layers.2,SOM,6,0.9310344827586207,1
860,model.node_s2s,SAE,157,0.8461538461538461,1
861,model.state_encoder.layers.1,SOM,16,0.93717277486911,1
862,model.edge_s2s,SAE,116,0.7040816326530612,1
863,model.blocks.1.activation,SOM,0,0.8629441624365483,1
